value,type,par,ne
2.02841389041134,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02827884722948,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02835166746578,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02835166746578,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02835166746578,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02835166746578,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02897718097675,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02878063371388,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02878063371388,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02878063371388,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02878063371388,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02878063371388,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02835283402514,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.028738810313,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.028738810313,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02882498592474,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02808660674451,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02808660674451,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02840749730332,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02840749730332,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.0284803173647,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02790571783641,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02790571783641,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02751529960148,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02751529960148,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02751529960148,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02854642378911,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02854642378911,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02854642378911,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02854642378911,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02793611931738,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02793611931738,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.0270826487118,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02801970985108,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02801970985108,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02801970985108,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02801970985108,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02801970985108,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02801970985108,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02830752465641,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02830752465641,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02838607306693,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02838607306693,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
