Genes (V3)	Genes (V4)	 Maize_EAR	 Teosinte_EAR	 Maize_LEAF	 Teosinte_LEAF	 Maize_STEM	 Teosinte_STEM
GRMZM2G044055	Zm00001d042506	520	1131	2684	1306	1312	1190
GRMZM2G044060	Zm00001d018724	4663	3895	3295	3749	4754	4081
GRMZM2G044070	Zm00001d012780	NA	NA	NA	NA	1	0
GRMZM2G044074	Zm00001d029074	555	933	16308	13071	769	1133
GRMZM2G044077	Zm00001d008968	NA	NA	NA	NA	NA	NA
GRMZM2G044092	Zm00001d042507	752	730	1271	561	1477	1442
GRMZM2G044096	Zm00001d001846	5419	5124	3655	4618	4198	3950
GRMZM2G044100	Zm00001d026434	54	43	21	9	10	4
GRMZM2G044104	Zm00001d048814	47	24	0	1	26	7
GRMZM2G044107	Zm00001d052792	150	156	1031	478	565	476
GRMZM2G044126	Zm00001d006918	1364	1085	490	488	686	628
GRMZM2G044128	Zm00001d008327	5565	4593	2901	5055	3931	4092
GRMZM2G044132	Zm00001d003712	3	7	39	1	83	40
GRMZM2G044143	Zm00001d002715	1591	1563	1559	1445	1500	1351
GRMZM2G044175	Zm00001d006920	246	120	544	437	298	221
GRMZM2G044180	Zm00001d047256	2	0	NA	NA	2	0
GRMZM2G044198	Zm00001d006921	353	306	83	154	126	141
GRMZM2G044236	Zm00001d033237	41	3	41	0	55	0
GRMZM2G044237	Zm00001d028662	5021	4951	4270	6018	3460	4103
GRMZM2G044247	Zm00001d027363	21	107	1896	1785	7	10
GRMZM2G044265	Zm00001d042340	372	266	471	462	510	492
GRMZM2G044273	Zm00001d017078	58	13	3	3	1	2
GRMZM2G044281	Zm00001d028654	1597	3622	641	726	1167	775
GRMZM2G044301	Zm00001d037803	820	621	396	395	469	496
GRMZM2G044306	Zm00001d024583	7874	10787	4396	5468	4534	4791
GRMZM2G044317	Zm00001d023462	2797	2414	616	1021	1128	684
GRMZM2G044322	Zm00001d003451	0	4	0	1	25	14
GRMZM2G044337	Zm00001d008389	136	65	354	188	461	680
GRMZM2G044343	Zm00001d011298	3053	2803	2602	2495	2086	2249
GRMZM2G044348	Zm00001d015006	1758	2176	2398	3086	3343	3585
GRMZM2G044354	Zm00001d030620	2539	2390	3018	1610	3623	2499
GRMZM2G044359	Zm00001d017079	35	34	170	130	109	67
GRMZM2G044382	Zm00001d025548	481	726	330	357	381	287
GRMZM2G044383	Zm00001d029708	0	1	0	7	6	42
GRMZM2G044388	Zm00001d027362	1188	1271	460	555	1068	976
GRMZM2G044398	Zm00001d036560	3197	2988	1307	1668	1008	1222
GRMZM2G044423	Zm00001d023419	27	0	12	15	0	1
GRMZM2G044442	Zm00001d037626	2080	1414	1658	1347	1510	1008
GRMZM2G044448	Zm00001d044594	3	0	286	85	282	207
GRMZM2G044457	Zm00001d038536	1133	1486	1020	1386	1587	1916
GRMZM2G044460	Zm00001d042341	538	614	146	93	830	860
GRMZM2G044481	Zm00001d029648	3	0	NA	NA	25	63
GRMZM2G044495	Zm00001d017604	1950	1687	812	1270	135	246
GRMZM2G044498	Zm00001d018868	434	3124	293	268	489	482
GRMZM2G044512	Zm00001d038537	1075	1113	714	616	1166	919
GRMZM2G044527	Zm00001d018867	1037	1383	1449	1266	1621	1453
GRMZM2G044531	Zm00001d009940	1856	1702	483	583	1180	1043
GRMZM2G044537	Zm00001d051460	2	105	0	1	0	1
GRMZM2G044550	Zm00001d033025	759	574	135	179	120	128
GRMZM2G044552	Zm00001d039899	1667	647	1051	618	803	338
GRMZM2G044557	Zm00001d033655	1169	1575	720	775	763	721
GRMZM2G044569	Zm00001d033780	2930	2851	2122	1622	2714	2917
GRMZM2G044576	Zm00001d012757	1	4	5	16	18	15
GRMZM2G044581	Zm00001d042343	279	278	284	432	647	726
GRMZM2G044584	Zm00001d042510	526	278	329	194	644	298
GRMZM2G044591	Zm00001d009709	196	205	62	60	300	423
GRMZM2G044629	Zm00001d002338	425	313	1507	740	1447	1001
GRMZM2G044636	Zm00001d008381	2	0	2	3	0	1
GRMZM2G044670	Zm00001d052130	52	0	NA	NA	2	0
GRMZM2G044681	Zm00001d003713	1647	1392	1189	912	986	894
GRMZM2G044684	Zm00001d051062	1022	973	9354	8619	799	865
GRMZM2G044697	Zm00001d039900	563	634	5479	4210	178	233
GRMZM2G044720	Zm00001d019576	99	111	93	65	166	315
GRMZM2G044724	Zm00001d041343	337	342	499	314	1258	1568
GRMZM2G044733	Zm00001d053173	997	809	195	176	547	470
GRMZM2G044744	Zm00001d010821	366	402	797	562	205	280
GRMZM2G044752	Zm00001d002754	19	21	6	4	67	33
GRMZM2G044762	Zm00001d033421	1022	992	104	231	156	270
GRMZM2G044771	Zm00001d010819	2	3	0	2	2	1
GRMZM2G044775	Zm00001d010452	224	240	392	429	461	462
GRMZM2G044788	Zm00001d016651	39	84	31	73	77	58
GRMZM2G044797	Zm00001d010818	1405	1173	105	366	164	127
GRMZM2G044800	Zm00001d002339	5143	3723	9309	8826	6142	4920
GRMZM2G044805	Zm00001d046552	1417	1594	1751	1231	3148	2763
GRMZM2G044819	Zm00001d008363	1046	956	1015	619	813	493
GRMZM2G044822	Zm00001d021289	NA	NA	NA	NA	NA	NA
GRMZM2G044832	Zm00001d050234	149	184	102	188	120	123
GRMZM2G044834	Zm00001d051562	74	229	18	35	9	50
GRMZM2G044851	Zm00001d017666	4	6	10	45	422	451
GRMZM2G044862	Zm00001d052353	3102	3060	2158	2440	1338	1512
GRMZM2G044866	Zm00001d010816	733	801	529	416	898	739
GRMZM2G044882	Zm00001d051110	64	427	663	1753	128	172
GRMZM2G044884	Zm00001d002753	0	1	0	5	NA	NA
GRMZM2G044900	Zm00001d013745	2127	2603	8758	5351	2772	2480
GRMZM2G044908	Zm00001d029650	19	20	2	4	3	9
GRMZM2G044947	Zm00001d010451	2	14	555	327	285	565
GRMZM2G044963	Zm00001d008278	4291	3481	2292	2680	2178	2591
GRMZM2G044968	Zm00001d020986	428	350	160	172	70	106
GRMZM2G044989	Zm00001d003266	2873	2449	506	782	751	957
GRMZM2G044992	Zm00001d032511	7	0	2	0	3	0
GRMZM2G044997	Zm00001d009879	397	282	210	189	250	177
GRMZM2G045005	Zm00001d003291	906	590	592	472	689	538
GRMZM2G045027	Zm00001d032510	27	5	30	13	60	66
GRMZM2G045049	Zm00001d002003	1702	1344	1246	1537	1542	1530
GRMZM2G045057	Zm00001d053004	48	95	290	324	348	260
GRMZM2G045067	Zm00001d029651	72	258	151	147	696	737
GRMZM2G045070	Zm00001d003265	5411	5769	4103	4421	7533	8802
GRMZM2G045084	Zm00001d047824	143	281	125	85	178	146
GRMZM2G045090	Zm00001d029652	4477	2959	2063	2070	3521	3862
GRMZM2G045109	Zm00001d046096	13	44	21	136	3	3
GRMZM2G045135	Zm00001d031705	1513	1481	748	1107	1670	1695
GRMZM2G045154	Zm00001d017706	10	25	109	155	13	19
GRMZM2G045171	Zm00001d051837	42	36	560	280	487	238
GRMZM2G045185	Zm00001d003773	1858	1829	972	798	1290	1177
GRMZM2G045188	Zm00001d016683	28	14	599	214	544	225
GRMZM2G045192	Zm00001d013755	824	500	1328	657	1632	1313
GRMZM2G045215	Zm00001d043458	2	6	4000	2038	729	759
GRMZM2G045226	Zm00001d051592	6	15	49	29	26	12
GRMZM2G045241	Zm00001d034834	2196	2340	1274	1057	1725	1873
GRMZM2G045243	Zm00001d005802	9	75	37	26	8	11
GRMZM2G045249	Zm00001d043012	1464	1223	642	811	1205	1072
GRMZM2G045257	Zm00001d048420	825	715	430	411	691	635
GRMZM2G045259	Zm00001d039409	1623	1948	752	766	1164	1157
GRMZM2G045270	Zm00001d011536	1026	1179	1077	783	1552	1208
GRMZM2G045275	Zm00001d044232	3165	3976	3474	3040	5456	3845
GRMZM2G045280	Zm00001d025460	600	898	605	782	658	916
GRMZM2G045286	Zm00001d018511	501	467	353	363	427	456
GRMZM2G045287	Zm00001d022085	467	1038	2522	1762	1359	1720
GRMZM2G045294	Zm00001d051836	147	131	98	83	333	345
GRMZM2G045303	Zm00001d049357	2091	1584	2263	1668	1732	1407
GRMZM2G045314	Zm00001d033422	1644	1784	1339	1333	1426	1325
GRMZM2G045318	Zm00001d044231	NA	NA	0	3	0	2
GRMZM2G045319	Zm00001d015721	6	0	NA	NA	3	0
GRMZM2G045330	Zm00001d039407	5229	4346	2266	1846	2717	2580
GRMZM2G045331	Zm00001d002340	1902	2169	1220	1549	1381	1476
GRMZM2G045366	Zm00001d043459	1037	2060	1291	1579	1409	1740
GRMZM2G045371	Zm00001d036758	5553	5201	4053	5761	4651	5558
GRMZM2G045404	Zm00001d017863	252	286	155	183	169	160
GRMZM2G045421	Zm00001d011770	3060	4394	1868	1773	2467	2338
GRMZM2G045431	Zm00001d020705	0	3	2	2	5	4
GRMZM2G045433	Zm00001d042474	301	238	313	326	194	217
GRMZM2G045435	Zm00001d041299	602	537	431	339	673	705
GRMZM2G045467	Zm00001d047537	493	393	275	301	223	216
GRMZM2G045503	Zm00001d031707	1228	1269	757	1036	1178	1348
GRMZM2G045507	Zm00001d024420	573	644	462	543	396	417
GRMZM2G045544	Zm00001d017862	861	940	470	669	457	443
GRMZM2G045565	Zm00001d044230	11	19	18	5	150	84
GRMZM2G045581	Zm00001d002341	107	170	401	284	199	256
GRMZM2G045596	Zm00001d002342	51	69	391	205	237	228
GRMZM2G045660	Zm00001d021608	NA	NA	NA	NA	1	0
GRMZM2G045664	Zm00001d009700	175	1388	211	198	1961	1969
GRMZM2G045668	Zm00001d030573	136	192	90	128	124	169
GRMZM2G045675	Zm00001d017583	0	1	5	9	1	1
GRMZM2G045678	Zm00001d033325	101	124	11	8	1	5
GRMZM2G045688	Zm00001d032350	6185	5051	3873	3471	4718	4100
GRMZM2G045690	Zm00001d013397	130	91	253	140	247	170
GRMZM2G045704	Zm00001d052586	0	1	4	0	1	2
GRMZM2G045714	Zm00001d040981	1266	1304	968	762	1141	1074
GRMZM2G045716	Zm00001d005708	723	517	322	328	331	419
GRMZM2G045720	Zm00001d037868	31	6	6	6	44	37
GRMZM2G045732	Zm00001d006568	118	224	47	121	65	116
GRMZM2G045748	Zm00001d020457	15	20	63	31	8	14
GRMZM2G045753	Zm00001d048970	1421	1023	568	582	750	855
GRMZM2G045779	Zm00001d041955	76	146	252	276	196	209
GRMZM2G045781	Zm00001d034678	1485	1426	152	253	272	290
GRMZM2G045809	Zm00001d004401	7	14	14	9	2193	526
GRMZM2G045818	Zm00001d009476	2254	1916	2105	1720	2678	2349
GRMZM2G045820	Zm00001d003103	1062	554	430	300	476	413
GRMZM2G045834	Zm00001d019357	2	0	11	2	3	0
GRMZM2G045849	Zm00001d002343	67	21	225	28	210	102
GRMZM2G045854	Zm00001d050112	1249	964	783	778	1021	821
GRMZM2G045883	Zm00001d018119	61	187	28	59	57	58
GRMZM2G045955	Zm00001d013394	14	0	3	0	5	0
GRMZM2G045970	Zm00001d005035	3137	2091	1321	1097	1494	1000
GRMZM2G045971	Zm00001d035610	1492	1670	1941	2259	2094	2432
GRMZM2G045976	Zm00001d041608	174	179	123	142	201	200
GRMZM2G045979	Zm00001d027898	11	20	3	16	0	31
GRMZM2G045981	Zm00001d048070	158	247	45	52	55	35
GRMZM2G045987	Zm00001d049155	6059	6830	7452	8660	8314	9501
GRMZM2G046005	Zm00001d031988	688	271	473	268	439	222
GRMZM2G046011	Zm00001d006555	9	4	34	9	43	7
GRMZM2G046021	Zm00001d014175	441	409	95	185	157	198
GRMZM2G046024	Zm00001d053049	29	45	7	18	45	69
GRMZM2G046025	Zm00001d012270	641	750	673	727	738	904
GRMZM2G046037	Zm00001d011227	442	369	216	245	315	280
GRMZM2G046055	Zm00001d013392	835	999	771	823	474	738
GRMZM2G046058	Zm00001d017603	321	208	45	46	127	48
GRMZM2G046059	Zm00001d053050	2	0	NA	NA	4	0
GRMZM2G046061	Zm00001d041609	120	89	177	267	140	138
GRMZM2G046065	Zm00001d041255	1591	1569	2011	2547	2226	1995
GRMZM2G046070	Zm00001d002346	1030	1234	533	983	190	320
GRMZM2G046088	Zm00001d041610	356	271	496	402	224	210
GRMZM2G046098	Zm00001d012269	439	536	374	369	577	568
GRMZM2G046101	Zm00001d033423	238	615	276	196	136	175
GRMZM2G046117	Zm00001d016833	23	180	15	102	17	166
GRMZM2G046186	Zm00001d021360	3	3	36	36	2	1
GRMZM2G046191	Zm00001d034460	NA	NA	NA	NA	NA	NA
GRMZM2G046201	Zm00001d004929	952	528	88	95	80	67
GRMZM2G046244	Zm00001d017772	1313	1753	621	810	637	655
GRMZM2G046267	Zm00001d034526	1	0	NA	NA	1	2
GRMZM2G046274	Zm00001d028558	619	1302	1244	774	893	962
GRMZM2G046284	Zm00001d023559	1	171	20120	15544	1196	3659
GRMZM2G046288	Zm00001d018218	384	400	171	276	195	251
GRMZM2G046293	Zm00001d012459	963	1468	1986	1241	775	792
GRMZM2G046297	Zm00001d029258	11	7	103	59	30	57
GRMZM2G046313	Zm00001d006207	1	1	NA	NA	NA	NA
GRMZM2G046316	Zm00001d046178	84	83	44	41	35	49
GRMZM2G046321	Zm00001d052207	108	12	31	14	55	13
GRMZM2G046348	Zm00001d051405	917	978	975	814	1095	879
GRMZM2G046353	Zm00001d052208	213	474	157	193	108	73
GRMZM2G046355	Zm00001d039321	704	728	354	329	509	470
GRMZM2G046402	Zm00001d003518	2558	2719	1675	1962	1919	1493
GRMZM2G046407	Zm00001d018217	3601	9888	2537	1968	3071	2420
GRMZM2G046418	Zm00001d012460	1136	616	422	250	363	385
GRMZM2G046430	Zm00001d034426	4	17	23	24	2	27
GRMZM2G046438	Zm00001d014117	19	13	4	0	NA	NA
GRMZM2G046458	Zm00001d043973	166	269	3	13	9	38
GRMZM2G046459	Zm00001d018214	1924	2251	1717	1520	1542	1026
GRMZM2G046472	Zm00001d051406	57	121	59	136	41	138
GRMZM2G046474	Zm00001d006553	46	55	60	31	19	8
GRMZM2G046480	Zm00001d029432	226	155	27	50	122	77
GRMZM2G046498	Zm00001d004716	1316	964	668	367	921	853
GRMZM2G046503	Zm00001d049744	106	65	179	108	47	96
GRMZM2G046520	Zm00001d011012	2	0	NA	NA	NA	NA
GRMZM2G046528	Zm00001d045523	177	0	52	0	90	1
GRMZM2G046532	Zm00001d019277	0	2	5	11	0	8
GRMZM2G046537	Zm00001d010424	352	385	1439	912	342	329
GRMZM2G046558	Zm00001d011891	5066	4369	2922	3397	3122	3923
GRMZM2G046574	Zm00001d052678	2497	2229	1276	1127	1938	1611
GRMZM2G046576	Zm00001d037422	1765	1820	2140	1836	1586	1400
GRMZM2G046583	Zm00001d025412	497	442	1436	1395	1690	1356
GRMZM2G046587	Zm00001d017770	564	291	284	326	1200	374
GRMZM2G046600	Zm00001d020362	0	1	NA	NA	2	1
GRMZM2G046601	Zm00001d048050	16	71	56	18	1781	2104
GRMZM2G046609	Zm00001d041844	0	1	NA	NA	14	42
GRMZM2G046615	Zm00001d015053	NA	NA	NA	NA	46	24
GRMZM2G046658	Zm00001d030421	564	712	721	844	713	850
GRMZM2G046676	Zm00001d000202	3373	3123	497	923	474	515
GRMZM2G046681	Zm00001d044513	946	1329	13999	7710	1258	2018
GRMZM2G046686	Zm00001d037861	NA	NA	NA	NA	NA	NA
GRMZM2G046700	Zm00001d032906	2	0	1	0	13	104
GRMZM2G046729	Zm00001d048053	55	98	490	364	118	177
GRMZM2G046743	Zm00001d049640	20	32	9	21	60	120
GRMZM2G046748	Zm00001d017769	2410	2501	5523	6992	2007	2339
GRMZM2G046755	Zm00001d025899	186	58	20	16	537	844
GRMZM2G046782	Zm00001d025900	56	113	30	24	41	45
GRMZM2G046804	Zm00001d049641	59118	35691	80116	65890	50956	47737
GRMZM2G046816	Zm00001d053179	3650	4009	3784	3497	2695	2062
GRMZM2G046824	Zm00001d010152	314	217	186	141	195	150
GRMZM2G046829	Zm00001d021863	64	22	NA	NA	NA	NA
GRMZM2G046841	Zm00001d025913	42607	45112	12982	20356	6478	5468
GRMZM2G046846	Zm00001d042669	1800	2649	1369	1178	2190	1984
GRMZM2G046848	Zm00001d029829	1	0	1	1	22	83
GRMZM2G046849	Zm00001d033787	640	1206	1622	1748	903	842
GRMZM2G046861	Zm00001d024318	2264	2549	841	1295	680	753
GRMZM2G046885	Zm00001d018142	109	375	1156	1402	1495	1180
GRMZM2G046888	Zm00001d027610	363	322	117	148	191	237
GRMZM2G046900	Zm00001d003504	200	703	164	220	605	478
GRMZM2G046909	Zm00001d017768	177	345	110	116	244	204
GRMZM2G046911	Zm00001d043193	1071	2007	785	615	1064	960
GRMZM2G046916	Zm00001d021864	43	98	45	47	51	85
GRMZM2G046919	Zm00001d027611	118	153	104	111	41	46
GRMZM2G046924	Zm00001d040515	11598	10464	10754	13645	11812	13510
GRMZM2G046932	Zm00001d027612	7245	5818	4770	5160	5945	5105
GRMZM2G046952	Zm00001d025901	3	6	21	17	40	5
GRMZM2G046961	Zm00001d005628	815	488	477	313	461	225
GRMZM2G046966	Zm00001d033788	363	210	692	281	1938	1228
GRMZM2G046968	Zm00001d001952	901	750	999	800	732	644
GRMZM2G046994	Zm00001d049925	0	2	13	4	4	3
GRMZM2G047002	Zm00001d027613	109	113	15	12	31	8
GRMZM2G047018	Zm00001d001951	4712	3688	2106	3636	4733	5476
GRMZM2G047019	Zm00001d032158	431	462	213	207	306	392
GRMZM2G047028	Zm00001d043194	26	28	62	15	26	27
GRMZM2G047038	Zm00001d033825	375	406	230	206	591	485
GRMZM2G047042	Zm00001d041179	259	189	514	352	127	92
GRMZM2G047055	Zm00001d033790	3841	4343	6037	6986	3679	3904
GRMZM2G047065	Zm00001d025361	5	2	0	1	6	21
GRMZM2G047093	Zm00001d044222	4863	4022	4173	4649	4711	4119
GRMZM2G047095	Zm00001d005539	293	357	303	247	624	685
GRMZM2G047097	Zm00001d009978	1655	1277	1233	1274	2263	2301
GRMZM2G047124	Zm00001d032307	2	25	166	305	2	1
GRMZM2G047129	Zm00001d044040	6	4	43	25	2	2
GRMZM2G047138	Zm00001d045134	9	13	3	0	720	621
GRMZM2G047143	Zm00001d025721	2590	1902	436	781	431	492
GRMZM2G047152	Zm00001d010269	484	805	239	124	1345	941
GRMZM2G047161	Zm00001d009161	471	344	580	429	306	258
GRMZM2G047167	Zm00001d051119	783	930	313	312	250	155
GRMZM2G047178	Zm00001d045870	641	603	458	403	618	546
GRMZM2G047187	Zm00001d029803	197	47	75	30	69	22
GRMZM2G047204	Zm00001d036201	1508	1727	1267	1159	1078	1276
GRMZM2G047208	Zm00001d051118	5	0	NA	NA	NA	NA
GRMZM2G047214	Zm00001d012267	760	808	804	860	1161	1057
GRMZM2G047219	Zm00001d011069	305	541	7556	3677	157	215
GRMZM2G047223	Zm00001d034522	392	904	139	480	296	590
GRMZM2G047238	Zm00001d032157	488	618	661	660	947	890
GRMZM2G047255	Zm00001d044038	108	286	118	277	8	22
GRMZM2G047262	Zm00001d043298	0	6	4	16	0	2
GRMZM2G047265	Zm00001d036200	3	15	NA	NA	NA	NA
GRMZM2G047274	Zm00001d043195	823	1967	2428	2066	2873	2739
GRMZM2G047299	Zm00001d034521	2	14	93	74	7	31
GRMZM2G047310	Zm00001d042084	7965	8999	6807	7033	8068	6729
GRMZM2G047316	Zm00001d005185	882	869	584	832	771	817
GRMZM2G047319	Zm00001d052104	3	15	304	70	60	16
GRMZM2G047321	Zm00001d001949	70	65	33	37	64	42
GRMZM2G047347	Zm00001d002694	2770	1099	591	458	1654	1009
GRMZM2G047365	Zm00001d034600	1686	1947	717	1131	1055	1363
GRMZM2G047368	Zm00001d019565	4	12	10	10	1415	3232
GRMZM2G047370	Zm00001d025720	650	465	278	201	290	291
GRMZM2G047372	Zm00001d033818	250	232	135	180	234	227
GRMZM2G047404	Zm00001d005542	2734	2609	2604	3222	2262	2443
GRMZM2G047412	Zm00001d011068	920	662	303	220	411	341
GRMZM2G047422	Zm00001d034130	6	126	10	0	10	4
GRMZM2G047431	Zm00001d005498	88	47	35	34	117	112
GRMZM2G047434	Zm00001d041719	2877	2073	1748	3003	1903	2820
GRMZM2G047448	Zm00001d001948	2	0	NA	NA	NA	NA
GRMZM2G047456	Zm00001d034129	3	25	38	20	25	11
GRMZM2G047457	Zm00001d042007	16	8	22	33	23	5
GRMZM2G047474	Zm00001d001947	968	923	1451	1517	3363	4577
GRMZM2G047486	Zm00001d004812	1759	1189	636	779	963	774
GRMZM2G047509	Zm00001d039253	508	436	2163	1548	763	884
GRMZM2G047512	Zm00001d003653	3329	3920	6001	6798	6924	8528
GRMZM2G047513	Zm00001d028153	411	719	9685	9300	229	421
GRMZM2G047533	Zm00001d049813	28	13	12	8	80	139
GRMZM2G047564	Zm00001d046456	667	701	772	842	1329	1836
GRMZM2G047572	Zm00001d042498	437	476	93	376	78	109
GRMZM2G047577	Zm00001d011067	297	375	866	536	269	370
GRMZM2G047588	Zm00001d011066	706	578	372	216	1373	851
GRMZM2G047590	Zm00001d001946	1022	442	939	493	1065	653
GRMZM2G047592	Zm00001d020108	240	383	517	1096	374	1260
GRMZM2G047600	Zm00001d009066	0	4	NA	NA	0	1
GRMZM2G047607	Zm00001d038171	1713	1878	1118	1008	1816	1187
GRMZM2G047613	Zm00001d009398	25	30	1	49	115	214
GRMZM2G047616	Zm00001d040627	0	3	0	2	1094	796
GRMZM2G047626	Zm00001d041576	114	80	43	73	465	408
GRMZM2G047637	Zm00001d041345	78	32	53	72	58	31
GRMZM2G047652	Zm00001d043197	164	56	109	22	127	44
GRMZM2G047677	Zm00001d038436	39	12	17	29	39	13
GRMZM2G047681	Zm00001d003615	330	461	230	147	730	647
GRMZM2G047695	Zm00001d044101	1018	947	4370	2997	806	652
GRMZM2G047705	Zm00001d003652	514	609	441	304	660	635
GRMZM2G047715	Zm00001d050834	NA	NA	1	0	NA	NA
GRMZM2G047720	Zm00001d037323	38	372	10695	6075	19	204
GRMZM2G047732	Zm00001d009162	2005	2515	4275	5213	3609	2845
GRMZM2G047759	Zm00001d034126	653	406	387	188	318	135
GRMZM2G047774	Zm00001d034896	2268	2184	1629	1368	2026	1699
GRMZM2G047777	Zm00001d005980	1867	1571	583	605	673	657
GRMZM2G047781	Zm00001d030087	336	266	128	192	190	209
GRMZM2G047788	Zm00001d022497	90	10	26	6	32	7
GRMZM2G047791	Zm00001d049273	633	469	253	147	911	809
GRMZM2G047800	Zm00001d049277	92	69	267	264	183	361
GRMZM2G047813	Zm00001d044246	6494	5361	1685	4725	2060	1677
GRMZM2G047815	Zm00001d039727	436	437	559	461	432	492
GRMZM2G047855	Zm00001d034125	3531	3222	3701	2851	4122	3196
GRMZM2G047860	Zm00001d037220	2332	2352	1133	1206	1702	1389
GRMZM2G047867	Zm00001d046112	376	371	406	396	948	1176
GRMZM2G047894	Zm00001d047739	2585	2139	1644	1248	2716	1949
GRMZM2G047949	Zm00001d008777	7057	6751	3036	3263	4186	3174
GRMZM2G047954	Zm00001d018779	11	329	2847	3384	5	47
GRMZM2G047961	Zm00001d044093	6	3	17	16	32	9
GRMZM2G047969	Zm00001d036637	699	591	96	152	106	70
GRMZM2G047971	Zm00001d006064	2554	2583	3534	5840	2612	4426
GRMZM2G047995	Zm00001d022493	1562	1678	943	991	1074	1045
GRMZM2G048008	Zm00001d005981	1357	1913	1045	1144	736	614
GRMZM2G048010	Zm00001d044094	12	0	NA	NA	0	1
GRMZM2G048012	Zm00001d039547	3429	3751	3462	3132	3911	3802
GRMZM2G048013	Zm00001d007059	2522	1739	4518	3124	5194	3744
GRMZM2G048022	Zm00001d039726	6	28	447	186	270	105
GRMZM2G048045	Zm00001d051671	2407	2453	1599	1319	2170	2050
GRMZM2G048067	Zm00001d023230	5061	3665	2000	1783	2915	2089
GRMZM2G048085	Zm00001d014816	3	11	521	135	9	10
GRMZM2G048117	Zm00001d010824	200	306	797	812	959	887
GRMZM2G048136	Zm00001d048623	2	8	160	272	1908	904
GRMZM2G048140	Zm00001d030837	452	758	2255	1527	662	719
GRMZM2G048161	Zm00001d037153	NA	NA	9	3	1601	1089
GRMZM2G048165	Zm00001d021280	97	145	292	251	104	112
GRMZM2G048175	Zm00001d023680	198	11	158	82	141	245
GRMZM2G048194	Zm00001d037151	2050	2129	596	895	1151	970
GRMZM2G048200	Zm00001d010825	36	37	191	54	299	294
GRMZM2G048205	Zm00001d014324	1416	1126	995	1111	2255	2297
GRMZM2G048210	Zm00001d022492	37	40	27	26	29	17
GRMZM2G048243	Zm00001d044814	2200	1933	3395	3103	5707	4076
GRMZM2G048257	Zm00001d019718	763	979	566	599	734	807
GRMZM2G048274	Zm00001d053109	3220	2575	131	387	364	304
GRMZM2G048276	Zm00001d032109	1582	1488	1421	1377	1297	1400
GRMZM2G048277	Zm00001d020438	1551	920	797	589	1196	1177
GRMZM2G048281	Zm00001d013741	745	832	3201	1222	2574	1720
GRMZM2G048287	Zm00001d048153	1153	924	480	664	410	582
GRMZM2G048294	Zm00001d011721	5861	5559	849	1222	2062	2427
GRMZM2G048295	Zm00001d003064	12	26	4	3	93	56
GRMZM2G048305	Zm00001d040169	1808	1832	521	696	458	398
GRMZM2G048313	Zm00001d035003	6	6	968	1510	0	3
GRMZM2G048324	Zm00001d029457	408	979	1227	1011	6430	11096
GRMZM2G048363	Zm00001d013742	392	350	407	477	520	677
GRMZM2G048366	Zm00001d003062	625	391	199	95	192	86
GRMZM2G048371	Zm00001d030373	18233	16411	9717	16474	14567	15960
GRMZM2G048375	Zm00001d048152	0	4	2	0	4	1
GRMZM2G048392	Zm00001d005959	244	226	143	108	191	175
GRMZM2G048411	Zm00001d005958	4941	4348	1690	1845	2325	1965
GRMZM2G048430	Zm00001d036431	75	66	128	92	337	114
GRMZM2G048434	Zm00001d032686	1375	1330	1104	1235	2319	2446
GRMZM2G048435	Zm00001d013984	895	886	1014	864	802	725
GRMZM2G048450	Zm00001d016052	51	152	40	29	69	34
GRMZM2G048455	Zm00001d014658	2953	4027	1305	1199	3276	2917
GRMZM2G048470	Zm00001d018554	NA	NA	2	4	0	1
GRMZM2G048472	Zm00001d046909	716	1105	2570	1850	2049	2669
GRMZM2G048474	Zm00001d040581	NA	NA	167	82	824	157
GRMZM2G048475	Zm00001d032104	2	14	57	14	3	2
GRMZM2G048482	Zm00001d028643	2215	3295	2891	2799	7512	7219
GRMZM2G048494	Zm00001d007947	1681	1364	930	1013	1199	1187
GRMZM2G048497	Zm00001d018555	33	29	57	65	84	86
GRMZM2G048522	Zm00001d032103	0	2	2	0	9	61
GRMZM2G048537	Zm00001d036430	12	6	1	5	8	5
GRMZM2G048548	Zm00001d005957	8	35	1	34	1	20
GRMZM2G048549	Zm00001d014325	33	10	20	7	43	10
GRMZM2G048551	Zm00001d006294	21	18	7	3	3	8
GRMZM2G048553	Zm00001d019733	118	131	12	17	42	50
GRMZM2G048559	Zm00001d013983	633	985	404	463	693	673
GRMZM2G048561	Zm00001d036429	218	252	177	212	514	600
GRMZM2G048567	Zm00001d025973	49	19	3	2	9	9
GRMZM2G048582	Zm00001d006293	288	528	627	699	979	1467
GRMZM2G048591	Zm00001d021595	112	77	260	249	17	40
GRMZM2G048611	Zm00001d009401	624	656	388	440	749	809
GRMZM2G048616	Zm00001d031267	185	79	237	78	194	144
GRMZM2G048635	Zm00001d048739	5	0	3	1	1	0
GRMZM2G048644	Zm00001d036428	2673	2953	1096	1164	1798	1773
GRMZM2G048651	Zm00001d048740	134	232	161	231	87	73
GRMZM2G048661	Zm00001d007294	174	185	138	120	149	147
GRMZM2G048665	Zm00001d052850	387	476	252	228	219	260
GRMZM2G048672	Zm00001d014659	324	695	4543	3846	290	497
GRMZM2G048680	Zm00001d007295	3726	3183	1990	1583	2102	1461
GRMZM2G048703	Zm00001d028515	1406	1647	1299	1690	1442	1812
